Crop_Year,Season,State,Area,Production,Annual_Rainfall,Fertilizer,Pesticide,Yield
2005,Summer     ,Kerala,21857.0,59733,3030.9,2621091.44,4589.97,2.345714286
2005,Winter     ,Kerala,155629.0,357734,3030.9,18663029.68,32682.09,2.189285714
2006,Autumn     ,Kerala,83859.0,191241,3429.7,10709632.89,18448.98,2.270769231
2006,Summer     ,Kerala,35946.0,103571,3429.7,4590663.66,7908.12,2.497857143
2006,Winter     ,Kerala,143724.0,346763,3429.7,18354992.04,31619.28,2.286428571
2007,Autumn     ,Kerala,77533.0,168108,3489.6,10342902.2,12405.28,2.07
2007,Summer     ,Kerala,45447.0,109277,3489.6,6062629.8,7271.52,2.335714286
2007,Winter     ,Kerala,105958.0,251103,3489.6,14134797.2,16953.28,2.252857143
2008,Autumn     ,Kerala,79381.0,192770,2524.8,11354658.24,7144.29,2.295384615
2008,Summer     ,Kerala,49762.0,148370,2524.8,7117956.48,4478.58,2.446428571
2008,Winter     ,Kerala,105122.0,249101,2524.8,15036650.88,9460.98,2.260714286
2009,Autumn     ,Kerala,77249.0,192050,2821.5,12036939.18,13132.33,2.303076923
2009,Summer     ,Kerala,49279.0,134005,2821.5,7678653.78,8377.43,2.385
2009,Winter     ,Kerala,107485.0,272284,2821.5,16748312.7,18272.45,2.286428571
2010,Autumn     ,Kerala,70498.28,170262,3131.8,11710469.29,16919.5872,2.236923077
2010,Summer     ,Kerala,51132.63,137465,3131.8,8493641.169,12271.8312,2.48
2010,Winter     ,Kerala,91555.59,215011,3131.8,15208299.05,21973.3416,2.202142857
2011,Autumn     ,Kerala,68134.83,171662,3035.1,11413946.72,22484.4939,2.301538462
2011,Summer     ,Kerala,47290.01,149217,3035.1,7922022.475,15605.7033,2.7
2011,Winter     ,Kerala,92734.9,248114,3035.1,15534950.45,30602.517,2.426428571
2012,Autumn     ,Kerala,63232.0,161083,2187.6,9535385.6,19601.92,2.41
2012,Summer     ,Kerala,47294.0,134609,2187.6,7131935.2,14661.14,2.482142857
2012,Winter     ,Kerala,86751.0,212607,2187.6,13082050.8,26892.81,2.355
2013,Autumn     ,Kerala,51922.0,141234,3255.4,7502209.78,14018.94,2.416923077
2013,Summer     ,Kerala,46865.0,137477,3255.4,6771523.85,12653.55,2.673571429
2013,Winter     ,Kerala,100824.0,285614,3255.4,14568059.76,27222.48,2.506428571
2014,Autumn     ,Kerala,63981.0,161477,3046.4,9658571.76,21113.73,2.215384615
2014,Summer     ,Kerala,45188.0,146165,3046.4,6821580.48,14912.04,2.801428571
2014,Winter     ,Kerala,88990.0,254450,3046.4,13433930.4,29366.7,2.500714286
2015,Autumn     ,Kerala,60418.0,160894,2602.9,9540606.38,19937.94,2.327692308
2015,Summer     ,Kerala,47334.0,144706,2602.9,7474511.94,15620.22,2.67
2015,Winter     ,Kerala,89118.0,243675,2602.9,14072623.38,29408.94,2.370714286
2016,Autumn     ,Kerala,56601.0,167181,2924.3,8674103.25,19810.35,2.524615385
2016,Summer     ,Kerala,42544.0,127905,2924.3,6519868.0,14890.4,2.534285714
2016,Winter     ,Kerala,72253.0,141397,2924.3,11072772.25,25288.55,2.102142857
2017,Autumn     ,Kerala,58278.0,148913,2664.8,9175288.32,22145.64,2.217692308
2017,Summer     ,Kerala,49693.0,153463,2664.8,7823665.92,18883.34,2.733571429
2017,Winter     ,Kerala,81115.0,218934,2664.8,12770745.6,30823.7,2.483571429
2018,Autumn     ,Kerala,60718.46,101943,2989.7,9848534.212,21251.461,1.565384615
2018,Summer     ,Kerala,48858.28,196784,2989.7,7924813.016,17100.398,3.09
2018,Winter     ,Kerala,88449.47,279529,2989.7,14346504.03,30957.3145,2.684285714
2019,Autumn     ,Kerala,55895.0,145076,3119.2,9600525.2,20681.15,1.949230769
2019,Summer     ,Kerala,61006.0,212586,3119.2,10478390.56,22572.22,2.815714286
2019,Winter     ,Kerala,81279.0,247879,3119.2,13960481.04,30073.23,2.503571429
2000,Kharif     ,Andhra Pradesh,3003673.0,8233806,935.6,294870578.4,780954.98,2.7
2000,Rabi       ,Andhra Pradesh,1239053.0,4224208,935.6,121637833.0,322153.78,2.939090909
2001,Kharif     ,Andhra Pradesh,2426073.0,6500545,928.4,247774835.5,630778.98,2.627272727
2001,Rabi       ,Andhra Pradesh,1398674.0,4889246,928.4,142846575.6,363655.24,3.025909091
2002,Kharif     ,Andhra Pradesh,2109301.0,5054013,648.1,199687525.7,527325.25,2.202727273
2002,Rabi       ,Andhra Pradesh,712766.0,2272773,648.1,67477557.22,178191.5,2.533636364
2003,Kharif     ,Andhra Pradesh,2108904.0,5841539,826.0,208739317.9,506136.96,2.670909091
2003,Rabi       ,Andhra Pradesh,865734.0,3111263,826.0,85690351.32,207776.16,2.729090909
2005,Kharif     ,Andhra Pradesh,2526108.0,6376990,1075.5,302930871.4,530482.68,2.549090909
2005,Rabi       ,Andhra Pradesh,1455643.0,5326634,1075.5,174560708.6,305685.03,3.132272727
2006,Kharif     ,Andhra Pradesh,2640870.0,6949186,845.2,337265507.7,580991.4,2.689090909
2006,Rabi       ,Andhra Pradesh,1337020.0,4922944,845.2,170750824.2,294144.4,3.036818182
2008,Kharif     ,Andhra Pradesh,2803076.0,8379635,944.6,400951991.0,252276.84,2.913636364
2008,Rabi       ,Andhra Pradesh,1584140.0,5861498,944.6,226595385.6,142572.6,3.236818182
2009,Kharif     ,Andhra Pradesh,2062870.0,5956396,711.0,321436403.4,350687.9,2.790909091
2009,Rabi       ,Andhra Pradesh,1377866.0,4881871,711.0,214699080.1,234237.22,3.098636364
2010,Kharif     ,Andhra Pradesh,2921793.0,7509866,1297.0,485339035.2,701230.32,2.666818182
2010,Rabi       ,Andhra Pradesh,1829516.0,6909447,1297.0,303900902.8,439083.84,3.325909091
2011,Kharif     ,Andhra Pradesh,2873949.0,8563334,861.9,481443936.5,948403.17,2.909090909
2011,Rabi       ,Andhra Pradesh,1221899.0,4328458,861.9,204692520.5,403226.67,3.031818182
2012,Kharif     ,Andhra Pradesh,2487000.0,7167000,968.7,375039600.0,770970.0,2.969545455
2012,Rabi       ,Andhra Pradesh,1141000.0,4344000,968.7,172062800.0,353710.0,3.243636364
2013,Kharif     ,Andhra Pradesh,1705555.0,4356822,1062.3,246435642.0,460499.85,2.715384615
2013,Rabi       ,Andhra Pradesh,877885.0,3636603,1062.3,126845603.7,237028.95,3.408461538
2014,Kharif     ,Andhra Pradesh,1634921.0,5097447,687.6,246807674.2,539523.93,3.184615385
2014,Rabi       ,Andhra Pradesh,759034.0,3358137,687.6,114583772.6,250481.22,3.541538462
2015,Kharif     ,Andhra Pradesh,1398884.0,4115558,940.7,220897772.4,461631.72,3.091538462
2015,Rabi       ,Andhra Pradesh,761911.0,3402713,940.7,120313366.0,251430.63,3.671538462
2016,Kharif     ,Andhra Pradesh,1519656.0,5233690,890.0,232887282.0,531879.6,3.361538462
2016,Rabi       ,Andhra Pradesh,585363.0,2768647,890.0,89706879.75,204877.05,3.727692308
2017,Kharif     ,Andhra Pradesh,1476928.0,4941933,868.2,232527544.3,561232.64,3.25
2017,Rabi       ,Andhra Pradesh,741258.0,3519409,868.2,116703659.5,281678.04,3.887692308
2018,Kharif     ,Andhra Pradesh,1563887.0,5243250,1220.5,253662471.4,547360.45,3.263846154
2018,Rabi       ,Andhra Pradesh,644417.0,2991289,1220.5,104524437.4,225545.95,3.699230769
2019,Kharif     ,Andhra Pradesh,1526425.0,5342033,899.2,262178758.0,564777.25,3.517692308
2019,Rabi       ,Andhra Pradesh,829557.0,3798058,899.2,142484710.3,306936.09,3.873076923
1997,Kharif     ,Andhra Pradesh,2382500.0,5218300,927.5,226742525.0,738575.0,1.99173913
1997,Rabi       ,Andhra Pradesh,1117700.0,3291700,927.5,106371509.0,346487.0,2.64
1998,Kharif     ,Andhra Pradesh,2812400.0,7005800,1048.3,277865120.0,815596.0,2.47
1998,Rabi       ,Andhra Pradesh,1504200.0,4872200,1048.3,148614960.0,436218.0,2.986086957
2004,Kharif     ,Andhra Pradesh,2215067.0,6392717,781.8,239980358.8,465164.07,2.720454545
2004,Rabi       ,Andhra Pradesh,871135.0,3208328,781.8,94378765.9,182938.35,2.83
2007,Kharif     ,Andhra Pradesh,2578000.0,8191000,1004.2,343905200.0,412480.0,3.094545455
2007,Rabi       ,Andhra Pradesh,1406000.0,5133000,1004.2,187560400.0,224960.0,3.159090909
1999,Kharif     ,Andhra Pradesh,2848794.0,7056175,650.4,302342507.2,769174.38,2.400869565
1999,Rabi       ,Andhra Pradesh,1165454.0,3581740,650.4,123689633.0,314672.58,2.73
2013,Kharif     ,Telangana,1166334.0,3768045,1348.7,168523599.7,314910.18,3.115555556
2013,Rabi       ,Telangana,828103.0,2813045,1348.7,119652602.5,223587.81,3.203333333
2014,Kharif     ,Telangana,920307.0,2854873,746.4,138929544.7,303701.31,2.958888889
2014,Rabi       ,Telangana,495113.0,1690109,746.4,74742258.48,163387.29,3.332222222
2015,Kharif     ,Telangana,748713.0,2197030,747.9,118229269.8,247075.29,2.822222222
2015,Rabi       ,Telangana,297475.0,850259,747.9,46974277.25,98166.75,2.785555556
2016,Kharif     ,Telangana,889351.0,3028634,942.6,136293040.8,311272.85,3.229666667
2016,Rabi       ,Telangana,939223.0,3570445,942.6,143935924.8,328728.05,3.585
2017,Kharif     ,Telangana,1046987.0,2946004,815.7,164837633.3,397855.06,2.672333333
2017,Rabi       ,Telangana,915389.0,3317425,815.7,144118844.2,347847.82,3.532666667
2018,Kharif     ,Telangana,1189264.0,4135049,1350.3,192898620.8,416242.4,3.3065625
2018,Rabi       ,Telangana,742508.0,2533895,1350.3,120434797.6,259877.8,3.208125
2019,Kharif     ,Telangana,1631151.0,5985349,1031.7,280166495.8,603525.87,3.575625
2019,Rabi       ,Telangana,1585062.0,5900447,1031.7,272250249.1,586472.94,3.610625
1998,Kharif     ,Puducherry,4945.0,11518,1434.5875,488566.0,1434.05,2.46
1998,Rabi       ,Puducherry,13961.0,30220,1434.5875,1379346.8,4048.69,2.555
1998,Summer     ,Puducherry,5716.0,14863,1434.5875,564740.8,1657.64,2.55
1999,Kharif     ,Puducherry,25444.0,59433,1434.5875,2700371.72,6869.88,2.61
2000,Kharif     ,Puducherry,42779.0,103606,1434.5875,4199614.43,11122.54,2.605
2001,Kharif     ,Puducherry,26263.0,66868,1434.5875,2682240.19,6828.38,2.415
2003,Kharif     ,Puducherry,25065.0,67003,1434.5875,2480933.7,6015.6,2.993333333
2006,Kharif     ,Puducherry,5010.0,13285,1434.5875,639827.1,1102.2,2.64
2006,Rabi       ,Puducherry,12061.0,33581,1434.5875,1540310.31,2653.42,4.05
2006,Summer     ,Puducherry,4574.0,13942,1434.5875,584145.54,1006.28,3.05
2007,Kharif     ,Puducherry,4379.0,12878,1434.5875,584158.6,700.64,2.986666667
2007,Rabi       ,Puducherry,11411.0,28051,1434.5875,1522227.4,1825.76,3.02
2007,Summer     ,Puducherry,4647.0,12395,1434.5875,619909.8,743.52,2.21
2008,Kharif     ,Puducherry,4493.0,12290,1434.5875,642678.72,404.37,3.0
2008,Rabi       ,Puducherry,11306.0,24163,1434.5875,1617210.24,1017.54,2.82
2008,Summer     ,Puducherry,4981.0,14263,1434.5875,712482.24,448.29,2.125
2009,Kharif     ,Puducherry,4650.0,13501,1434.5875,724563.0,790.5,2.893333333
2009,Rabi       ,Puducherry,11178.0,25378,1434.5875,1741755.96,1900.26,2.903333333
2009,Summer     ,Puducherry,5098.0,13451,1434.5875,794370.36,866.66,1.965
2010,Kharif     ,Puducherry,4384.0,12602,1434.5875,728226.24,1052.16,2.673333333
2010,Rabi       ,Puducherry,10920.0,26585,1434.5875,1813921.2,2620.8,3.446666667
2010,Summer     ,Puducherry,4710.0,12773,1434.5875,782378.1,1130.4,2.7
2011,Kharif     ,Puducherry,4237.0,12794,1434.5875,709782.24,1398.21,3.046666667
2011,Rabi       ,Puducherry,10324.0,23489,1434.5875,1729476.48,3406.92,2.856666667
2011,Summer     ,Puducherry,2015.0,5831,1434.5875,337552.8,664.95,2.49
2015,Kharif     ,Puducherry,3817.0,12250,1980.6,602742.47,1259.61,2.273333333
2015,Rabi       ,Puducherry,8505.0,19587,1980.6,1343024.55,2806.65,2.47
2015,Summer     ,Puducherry,3941.0,12049,1980.6,622323.31,1300.53,2.225
2016,Kharif     ,Puducherry,3693.0,13151,1391.3,565952.25,1292.55,3.24
2016,Rabi       ,Puducherry,8412.0,23024,1391.3,1289139.0,2944.2,3.436666667
2016,Summer     ,Puducherry,4100.0,15989,1391.3,628325.0,1435.0,2.535
2017,Kharif     ,Puducherry,4325.0,15281,1582.4,680928.0,1643.5,3.256666667
2017,Rabi       ,Puducherry,8749.0,25188,1582.4,1377442.56,3324.62,3.27
2017,Summer     ,Puducherry,4297.0,15518,1582.4,676519.68,1632.86,2.85
2018,Kharif     ,Puducherry,4298.0,16082,1693.9,697135.6,1504.3,3.373333333
2018,Rabi       ,Puducherry,9048.0,30635,1693.9,1467585.6,3166.8,3.976666667
2018,Summer     ,Puducherry,4515.0,16626,1693.9,732333.0,1580.25,2.885
2019,Kharif     ,Puducherry,4323.0,15171,1317.0,742518.48,1599.51,3.216666667
2019,Rabi       ,Puducherry,9397.0,28114,1317.0,1614028.72,3476.89,3.883333333
2019,Summer     ,Puducherry,4518.0,16060,1317.0,776011.68,1671.66,3.55
2002,Kharif     ,Puducherry,24142.0,57514,1434.5875,2285523.14,6035.5,2.56
2012,Kharif     ,Puducherry,3559.0,11637,1098.3,536697.2,1103.29,3.076666667
2012,Rabi       ,Puducherry,8979.0,23373,1098.3,1354033.2,2783.49,3.233333333
2012,Summer     ,Puducherry,3743.0,11509,1098.3,564444.4,1160.33,2.54
2013,Kharif     ,Puducherry,3671.0,12091,1083.2,530422.79,991.17,2.696666667
2013,Rabi       ,Puducherry,8382.0,24736,1083.2,1211115.18,2263.14,3.78
2013,Summer     ,Puducherry,3769.0,12965,1083.2,544582.81,1017.63,3.41
2014,Kharif     ,Puducherry,3643.0,11821,1330.0,549947.28,1202.19,2.936666667
2014,Rabi       ,Puducherry,9006.0,26378,1330.0,1359545.76,2971.98,3.506666667
2014,Summer     ,Puducherry,4005.0,14518,1330.0,604594.8,1321.65,3.62
2004,Autumn     ,Puducherry,6237.0,17257,1434.5875,675716.58,1309.77,2.76
2004,Summer     ,Puducherry,5689.0,15537,1434.5875,616346.26,1194.69,2.73
2004,Winter     ,Puducherry,12896.0,28242,1434.5875,1397152.64,2708.16,2.803333333
2005,Autumn     ,Puducherry,5348.0,15278,1434.5875,641332.16,1123.08,2.57
2005,Summer     ,Puducherry,5167.0,13013,1434.5875,619626.64,1085.07,1.845
2005,Winter     ,Puducherry,12410.0,25326,1434.5875,1488207.2,2606.1,2.89
2002,Kharif     ,Tamil Nadu,1516537.0,3577108,315.9,143570557.8,379134.25,2.884642857
2003,Kharif     ,Tamil Nadu,1396651.0,3222776,345.6,138240516.0,335196.24,2.728214286
2004,Kharif     ,Tamil Nadu,1872822.0,5061622,1034.0,202901535.5,393292.62,3.015172414
2005,Kharif     ,Tamil Nadu,2050455.0,5209433,1364.1,245890563.6,430595.55,2.895517241
2006,Kharif     ,Tamil Nadu,1931397.0,6610607,927.9,246658710.9,424907.34,3.584827586
2007,Kharif     ,Tamil Nadu,1789170.0,5039954,1067.2,238675278.0,286267.2,3.213793103
2008,Kharif     ,Tamil Nadu,1931603.0,5183385,1201.9,276296493.1,173844.27,3.562580645
2009,Kharif     ,Tamil Nadu,1845553.0,5665258,928.5,287574068.5,313744.01,3.539677419
2011,Kharif     ,Tamil Nadu,1903772.0,7458657,926.5,318919885.4,628244.76,4.226451613
2013,Kharif     ,Tamil Nadu,1725730.0,7115195,740.9,249350727.7,465947.1,4.491935484
2014,Kharif     ,Tamil Nadu,1794991.0,7949437,911.3,270971841.4,592347.03,4.730322581
2015,Kharif     ,Tamil Nadu,2000212.0,7374681,1201.9,315853476.9,660069.96,4.061290323
2016,Kharif     ,Tamil Nadu,1442841.0,3554113,912.4,221115383.3,504994.35,3.068387097
2017,Autumn     ,Tamil Nadu,235255.0,906616,970.9,37038547.2,89396.9,3.967857143
2017,Summer     ,Tamil Nadu,276272.0,1234550,970.9,43496263.68,104983.36,4.451428571
2017,Winter     ,Tamil Nadu,1317338.0,4497284,970.9,207401694.7,500588.44,4.139
2018,Autumn     ,Tamil Nadu,279647.0,1198496,986.2,45358743.4,97876.45,4.184827586
2018,Summer     ,Tamil Nadu,236904.0,992095,986.2,38425828.8,82916.4,3.997333333
2018,Winter     ,Tamil Nadu,1204714.0,3940959,986.2,195404610.8,421649.9,3.749032258
2019,Autumn     ,Tamil Nadu,206535.0,847692,910.1,35474451.6,76417.95,4.077241379
2019,Summer     ,Tamil Nadu,339990.0,1463054,910.1,58396682.4,125796.3,4.095
2019,Winter     ,Tamil Nadu,1360882.0,4954415,910.1,233745092.3,503526.34,3.818387097
1998,Kharif     ,Tamil Nadu,2386399.0,8215286,1077.1,235776221.2,692055.71,3.445
1999,Kharif     ,Tamil Nadu,2204046.0,7225373,922.8,233915402.0,595092.42,3.499642857
2000,Kharif     ,Tamil Nadu,2113344.0,7217903,971.1,207466980.5,549469.44,3.611785714
2001,Kharif     ,Tamil Nadu,2059878.0,6583630,481.3,210375340.1,535568.28,3.532857143
2010,Kharif     ,Tamil Nadu,1905726.0,5792415,1095.2,316560145.9,457374.24,3.597419355
2012,Kharif     ,Tamil Nadu,1493276.0,4050334,706.8,225186020.8,462915.56,3.293225806
